,fraud_bool,credit_risk_score,current_address_months_count,log_zip_count_4w,zip_count_4w,date_of_birth_distinct_emails_4w,bank_branch_count_8w,income,month,customer_age,bank_months_count,proposed_credit_limit,device_distinct_emails_8w,housing_status_BA,employment_status_CA,source_INTERNET,phone_mobile_valid,device_os_windows,keep_alive_session,email_is_free,log_prev_address_months_count
846481,0,0.4293381037567084,0.023310023310023312,0.6488899076826304,0.06627854903716973,0.15384615384615385,0.005870020964360586,0.6250000000000001,0.7142857142857142,0.125,0.6363636363636364,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,0,0.6959458050972734
580591,0,0.5509838998211092,0.04428904428904429,0.7477402405404124,0.14255859083445288,0.1282051282051282,0.0037735849056603774,0.7500000000000001,0.8571428571428571,0.375,0.8787878787878788,0.005235602094240843,0.6666666666666666,False,True,True,1,False,0,1,0.7087746069021055
426957,0,0.4329159212880143,0.023310023310023312,0.7885180651276079,0.1954022988505747,0.3846153846153846,0.0004192872117400419,0.125,0.14285714285714285,0.25,0.0,0.005235602094240843,1.0,False,True,True,1,False,0,1,0.7666994164796895
941027,0,0.4561717352415027,0.03496503496503496,0.7782372767804447,0.180474697716077,0.3333333333333333,0.0004192872117400419,0.0,0.5714285714285714,0.25,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,1,0.5972119499123137
718297,0,0.5652951699463327,0.0606060606060606,0.971941113863313,0.8053440812061501,0.23076923076923075,0.0041928721174004195,0.6250000000000001,0.0,0.5,0.9696969696969697,0.16753926701570682,0.6666666666666666,False,True,True,0,False,1,1,0.5821592880761413
150274,0,0.5116279069767442,0.5920745920745921,0.8697694547625047,0.3660247798178833,0.3333333333333333,0.0004192872117400419,0.6250000000000001,0.42857142857142855,0.125,0.6666666666666666,0.005235602094240843,0.6666666666666666,False,True,True,1,False,0,1,0.0
248278,1,0.5760286225402504,0.1421911421911422,0.8761592171554305,0.3845350052246604,0.3076923076923077,0.0,1.0,0.2857142857142857,0.5,0.0,0.005235602094240843,1.0,False,True,True,1,True,1,1,0.0
707216,0,0.38640429338103754,0.10023310023310024,0.8087897398408126,0.22854157336915956,0.48717948717948717,0.0025157232704402514,0.5,0.0,0.125,0.48484848484848486,0.005235602094240843,0.6666666666666666,False,False,True,1,False,0,1,0.0
64087,0,0.4293381037567084,0.48018648018648014,0.6958363395983366,0.09538737124944022,0.15384615384615385,0.0004192872117400419,1.0,1.0,0.375,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,True,1,1,0.0
565750,0,0.5330948121645795,0.03496503496503496,0.8722803966313367,0.37319002836244214,0.1282051282051282,0.014675052410901467,0.5,0.8571428571428571,0.5,0.06060606060606061,0.005235602094240843,0.6666666666666666,False,True,True,1,True,1,0,0.0
255540,0,0.47048300536672627,0.11421911421911422,0.7343479882889943,0.12852664576802506,0.6153846153846154,0.005870020964360586,0.375,0.2857142857142857,0.125,0.7878787878787878,0.005235602094240843,0.6666666666666666,False,True,True,1,True,1,1,0.0
346870,0,0.4883720930232558,0.09324009324009325,0.8230259944614297,0.25511270338856545,0.3846153846153846,0.35303983228511526,0.875,0.2857142857142857,0.125,0.6666666666666666,0.005235602094240843,0.6666666666666666,False,True,True,1,False,0,1,0.0
794784,0,0.5026833631484794,0.32167832167832167,0.7433346997832693,0.13778175847141363,0.48717948717948717,0.0,0.6250000000000001,0.7142857142857142,0.125,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,True,0,0,0.0
855462,0,0.4472271914132379,0.02097902097902098,0.7557450208284509,0.15166442752649648,0.3333333333333333,0.0037735849056603774,1.0,0.7142857142857142,0.25,0.8787878787878788,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,1,0.5873281778654286
348737,0,0.7173524150268336,0.43123543123543123,0.8066589716636824,0.22480967308553512,0.1282051282051282,0.5371069182389937,0.7500000000000001,0.2857142857142857,0.75,0.06060606060606061,0.6858638743455497,0.6666666666666666,True,False,True,1,False,0,0,0.0
66018,0,0.4203935599284436,0.2027972027972028,0.6714644767110913,0.07896701000149275,0.20512820512820512,0.0025157232704402514,1.0,1.0,0.25,0.8787878787878788,0.005235602094240843,0.6666666666666666,False,True,True,1,False,0,0,0.0
827400,0,0.5778175313059034,0.1048951048951049,0.8071735581866734,0.225705329153605,0.1282051282051282,0.0,0.25,0.7142857142857142,0.125,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,1,0.0
434769,0,0.5581395348837209,0.11421911421911422,0.912644915038681,0.509628302731751,0.1282051282051282,0.8197064989517819,1.0,0.14285714285714285,0.375,0.9696969696969697,0.16230366492146603,0.6666666666666666,False,True,True,1,False,1,0,0.0
111507,0,0.5456171735241503,0.2587412587412587,0.8697166229697079,0.36587550380653827,0.10256410256410256,0.0067085953878406705,0.0,0.42857142857142855,0.375,0.9393939393939394,0.005235602094240843,0.6666666666666666,False,True,True,1,False,0,0,0.0
619974,0,0.5348837209302326,0.6829836829836831,0.7386290752878916,0.13285565009702938,0.3076923076923077,0.002935010482180293,0.7500000000000001,0.8571428571428571,0.25,0.8787878787878788,0.16230366492146603,0.6666666666666666,False,True,True,1,False,0,1,0.0
515550,0,0.4937388193202147,0.14685314685314685,0.8706643175674201,0.3685624720107479,0.15384615384615385,0.0,0.6250000000000001,0.8571428571428571,0.375,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,False,0,1,0.0
543020,0,0.5867620751341682,0.28671328671328666,0.770749676707889,0.1703239289446186,0.1282051282051282,0.0004192872117400419,0.375,0.8571428571428571,0.375,0.0,0.16230366492146603,0.6666666666666666,False,True,True,0,True,1,1,0.0
87486,0,0.5098389982110912,0.09557109557109558,0.792124459482614,0.20092551127033884,0.10256410256410256,0.7584905660377358,0.5,1.0,0.75,0.06060606060606061,0.005235602094240843,0.6666666666666666,False,False,True,1,True,1,1,0.0
836805,0,0.45796064400715564,0.45454545454545453,0.8269795986921095,0.2630243319898492,0.1282051282051282,0.0012578616352201257,0.0,0.7142857142857142,0.5,0.9393939393939394,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,0,0.0
70020,0,0.4937388193202147,0.009324009324009324,0.7779158995809433,0.18002686968204207,0.23076923076923075,0.007547169811320755,0.125,1.0,0.375,0.9696969696969697,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,1,0.6791342197146476
231353,0,0.7280858676207513,0.1794871794871795,0.7931775711914532,0.20256754739513358,0.2564102564102564,0.0,0.0,0.42857142857142855,0.25,0.0,0.42408376963350797,0.6666666666666666,False,True,True,1,False,1,1,0.0
901966,0,0.5885509838998211,0.025641025641025644,0.7729971442919482,0.1733094491715181,0.23076923076923075,0.0129979035639413,1.0,0.5714285714285714,0.25,0.3939393939393939,0.005235602094240843,0.6666666666666666,False,False,True,1,False,0,0,0.6905267653526467
977396,0,0.5008944543828264,0.12820512820512822,0.729609753890181,0.1238990894163308,0.358974358974359,0.0,0.6250000000000001,0.5714285714285714,0.125,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,True,0,1,0.0
661910,0,0.5957066189624329,0.45454545454545453,0.8009493354493568,0.21510673234811165,0.1794871794871795,0.0008385744234800838,0.6250000000000001,0.0,0.5,0.6363636363636364,0.005235602094240843,0.6666666666666666,False,True,True,0,False,1,1,0.0
858937,0,0.4991055456171735,0.20745920745920746,0.9061471313985131,0.48469920883713985,0.23076923076923075,0.0020964360587002098,0.0,0.7142857142857142,0.125,0.6060606060606061,0.005235602094240843,0.6666666666666666,False,False,True,1,False,0,0,0.0
181500,0,0.43112701252236135,0.2027972027972028,0.7758618032439077,0.1771906254664875,0.48717948717948717,0.005450733752620545,0.5,0.42857142857142855,0.25,0.06060606060606061,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,0,0.0
806006,0,0.4991055456171735,0.3752913752913753,0.6618544784653656,0.07329452157038364,0.48717948717948717,0.0,1.0,0.7142857142857142,0.125,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,True,0,1,0.0
125922,0,0.41681574239713776,0.41025641025641024,0.8228744156789735,0.2548141513658755,0.23076923076923075,0.0008385744234800838,0.0,0.42857142857142855,0.25,0.0,0.005235602094240843,0.6666666666666666,False,False,True,1,False,1,1,0.0
745187,0,0.3828264758497317,0.0979020979020979,0.679268647050128,0.083893118375877,0.10256410256410256,0.0008385744234800838,0.375,0.0,0.5,0.06060606060606061,0.16230366492146603,0.6666666666666666,False,True,True,1,False,0,1,0.0
262569,0,0.6547406082289804,0.43123543123543123,0.7781302395200334,0.18032542170473204,0.15384615384615385,0.0,1.0,0.2857142857142857,0.5,0.0,0.15706806282722519,0.6666666666666666,False,True,True,1,False,0,0,0.0
599489,0,0.5330948121645795,0.04195804195804195,0.7686931037308241,0.16763696074040899,0.1794871794871795,0.5677148846960167,0.125,0.8571428571428571,0.125,0.21212121212121213,0.005235602094240843,0.6666666666666666,False,False,True,1,True,1,0,0.0
598042,0,0.45796064400715564,0.2517482517482517,0.779937965204355,0.18286311389759663,0.4358974358974359,0.09140461215932913,0.7500000000000001,0.8571428571428571,0.375,0.8484848484848485,0.16230366492146603,0.6666666666666666,False,True,True,1,True,1,0,0.0
238957,0,0.45796064400715564,0.08158508158508158,0.7928912060394661,0.20211971936109865,0.1794871794871795,0.006289308176100628,0.875,0.42857142857142855,0.5,0.7878787878787878,0.005235602094240843,0.6666666666666666,False,True,True,1,True,1,0,0.8813723506770339
772943,0,0.6511627906976745,0.43356643356643354,0.7444501959834297,0.13897596656217345,0.1282051282051282,0.006289308176100628,1.0,0.7142857142857142,0.625,0.48484848484848486,0.6858638743455497,0.6666666666666666,False,True,True,1,False,0,1,0.0
862611,0,0.49731663685152055,0.26340326340326337,0.8968008200118861,0.4509628302731751,0.15384615384615385,0.005870020964360586,0.375,0.7142857142857142,0.125,0.7878787878787878,0.005235602094240843,0.6666666666666666,False,True,True,1,False,0,0,0.0
977021,0,0.7871198568872988,0.13986013986013987,0.8682819670302343,0.3618450515002239,0.1282051282051282,0.005450733752620545,0.5,0.5714285714285714,0.375,0.9393939393939394,0.6858638743455497,0.6666666666666666,False,True,True,1,False,1,0,0.0
422453,0,0.5509838998211092,0.2400932400932401,0.8221138525976911,0.25332139125242575,0.23076923076923075,0.0004192872117400419,1.0,0.14285714285714285,0.375,0.0,0.005235602094240843,0.6666666666666666,False,False,True,1,False,0,0,0.0
44625,0,0.7209302325581395,0.04428904428904429,0.5484324732560394,0.0303030303030303,0.1282051282051282,0.005450733752620545,0.5,1.0,0.125,0.12121212121212122,0.6858638743455497,0.6666666666666666,False,True,True,1,True,1,0,0.0
495568,0,0.7262969588550984,0.08624708624708625,0.7898944683990688,0.19749216300940436,0.5128205128205128,0.0004192872117400419,1.0,0.14285714285714285,0.625,0.06060606060606061,0.6858638743455497,0.6666666666666666,False,True,True,1,False,0,0,0.0
76312,0,0.6547406082289804,0.027972027972027972,0.5820667651909788,0.039408866995073885,0.07692307692307693,0.0041928721174004195,1.0,1.0,0.375,0.06060606060606061,0.9476439790575918,0.6666666666666666,False,True,True,1,True,1,0,0.6431185792588584
94528,0,0.6100178890876565,0.06526806526806528,0.8315984734634028,0.27257799671592775,0.1282051282051282,0.16561844863731656,0.875,1.0,0.375,0.8181818181818181,0.6858638743455497,0.6666666666666666,False,True,True,1,False,1,1,0.0
285607,0,0.6511627906976745,0.04195804195804195,0.5539776444606417,0.03164651440513509,0.1282051282051282,0.0025157232704402514,0.5,0.2857142857142857,0.375,0.8787878787878788,0.6858638743455497,0.6666666666666666,False,True,True,1,True,1,0,0.5768262794035196
682481,0,0.3828264758497317,0.0979020979020979,0.9504048739806653,0.6820420958351993,0.5384615384615384,0.0033542976939203353,0.375,0.0,0.125,0.06060606060606061,0.005235602094240843,0.6666666666666666,False,True,True,1,False,0,1,0.0
993221,0,0.4776386404293381,0.09324009324009325,0.7838898941984851,0.18853560232870575,0.41025641025641024,0.0037735849056603774,1.0,0.5714285714285714,0.125,0.06060606060606061,0.005235602094240843,0.6666666666666666,False,False,True,1,False,1,0,0.0
868828,0,0.5617173524150268,0.07692307692307693,0.7745475119228581,0.17539931333034778,0.07692307692307693,0.18238993710691823,0.375,0.7142857142857142,0.5,0.8181818181818181,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,1,0.8239667862217348
642397,0,0.3774597495527728,0.4825174825174825,0.7706362743100837,0.1701746529332736,0.3333333333333333,0.002935010482180293,0.0,0.0,0.25,0.48484848484848486,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,0,0.0
903895,0,0.5849731663685152,0.027972027972027972,0.866885281418088,0.3579638752052545,0.23076923076923075,0.005031446540880503,1.0,0.5714285714285714,0.125,0.09090909090909091,0.16230366492146603,0.6666666666666666,False,True,True,1,True,1,0,0.7631629560951594
613258,0,0.43112701252236135,0.23543123543123542,0.6883529769454143,0.09001343484102105,0.10256410256410256,0.10188679245283018,0.875,0.8571428571428571,0.25,0.8787878787878788,0.005235602094240843,0.6666666666666666,True,True,True,1,False,1,0,0.0
167439,0,0.7656529516994633,0.3776223776223776,0.730694911968544,0.12494402149574564,0.2564102564102564,0.002935010482180293,1.0,0.42857142857142855,0.25,0.9696969696969697,0.6858638743455497,0.6666666666666666,True,True,True,1,False,1,1,0.0
968761,0,0.5295169946332737,0.03263403263403263,0.8029101040363634,0.21839080459770113,0.2564102564102564,0.0004192872117400419,0.6250000000000001,0.5714285714285714,0.375,0.06060606060606061,0.005235602094240843,0.6666666666666666,False,True,True,0,False,1,0,0.5472809279571008
312061,0,0.4776386404293381,0.004662004662004662,0.6799553686918612,0.08434094640991192,0.3076923076923077,0.0004192872117400419,0.7500000000000001,0.2857142857142857,0.25,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,1,0.0
272949,0,0.33810375670840787,0.13286713286713286,0.8154623621472162,0.24063293028810268,0.3333333333333333,0.3064989517819706,1.0,0.2857142857142857,0.25,0.09090909090909091,0.16230366492146603,0.6666666666666666,False,True,True,1,False,1,1,0.0
107279,0,0.3631484794275492,0.013986013986013988,0.8078565124111111,0.2268995372443648,0.4615384615384615,0.0,0.0,0.42857142857142855,0.125,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,1,0.5713183871505734
119620,0,0.43112701252236135,0.15850815850815853,0.7448660455123111,0.13942379459620838,0.3076923076923077,0.01090146750524109,0.5,0.42857142857142855,0.25,0.48484848484848486,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,1,0.0
44062,0,0.7835420393559929,0.3986013986013986,0.7805700166601592,0.1837587699656665,0.07692307692307693,0.0004192872117400419,0.7500000000000001,1.0,0.5,0.0,0.9476439790575918,0.6666666666666666,True,False,True,1,False,1,1,0.0
144945,0,0.5330948121645795,0.4079254079254079,0.7996859581141122,0.21301686818928195,0.05128205128205128,0.0020964360587002098,0.25,0.42857142857142855,0.125,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,1,0.0
442055,0,0.5062611806797853,0.1351981351981352,0.7433346997832693,0.13778175847141363,0.358974358974359,0.004612159329140461,0.0,0.14285714285714285,0.375,0.33333333333333337,0.16230366492146603,0.6666666666666666,False,True,True,1,False,1,0,0.9500689780386904
856011,0,0.7298747763864043,0.07692307692307693,0.7894045712027844,0.19674578295267947,0.28205128205128205,0.005450733752620545,0.7500000000000001,0.7142857142857142,0.25,0.8787878787878788,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,0,0.0
29963,0,0.6726296958855098,0.006993006993006993,0.7563797535378576,0.15241080758322137,0.07692307692307693,0.006289308176100628,0.875,1.0,0.125,0.06060606060606061,0.005235602094240843,0.6666666666666666,False,True,True,1,False,0,0,0.6820556092406296
494695,0,0.35241502683363146,0.08624708624708625,0.9427222556810676,0.6427825048514704,0.3333333333333333,0.0016771488469601676,0.875,0.14285714285714285,0.25,0.36363636363636365,0.005235602094240843,0.6666666666666666,False,True,True,1,True,1,1,0.0
565142,0,0.49552772808586765,0.1351981351981352,0.7563797535378576,0.15241080758322137,0.10256410256410256,0.5882599580712788,1.0,0.8571428571428571,0.5,0.48484848484848486,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,0,0.0
526568,0,0.4329159212880143,0.09557109557109558,0.6743569899502531,0.08075832213763248,0.2564102564102564,0.0004192872117400419,0.0,0.8571428571428571,0.125,0.0,0.005235602094240843,0.6666666666666666,False,False,True,1,True,1,1,0.0
478013,0,0.5885509838998211,0.6573426573426574,0.7356917892639581,0.12987012987012986,0.2564102564102564,0.002935010482180293,0.7500000000000001,0.14285714285714285,0.375,0.12121212121212122,0.6858638743455497,0.6666666666666666,True,True,True,1,False,1,0,0.0
325386,0,0.4883720930232558,0.0979020979020979,0.7920282966056629,0.20077623525899385,0.15384615384615385,0.0,1.0,0.2857142857142857,0.375,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,0,0.0
983062,0,0.5974955277280858,0.5687645687645688,0.823630543964899,0.2563069114793253,0.1794871794871795,0.018448637316561843,0.875,0.5714285714285714,0.375,0.06060606060606061,0.16230366492146603,0.6666666666666666,True,True,True,1,False,1,0,0.0
469875,0,0.3953488372093023,0.0,0.7553626845309588,0.15121659949246155,0.2564102564102564,0.005870020964360586,0.375,0.14285714285714285,0.25,0.06060606060606061,0.005235602094240843,0.6666666666666666,False,True,True,1,True,1,1,0.6669124188842943
720638,0,0.4364937388193202,0.1048951048951049,0.7949766778433376,0.20540379161068814,0.1794871794871795,0.11362683438155136,0.0,0.0,0.5,0.06060606060606061,0.005235602094240843,0.6666666666666666,False,False,True,1,False,0,1,0.0
891796,0,0.49552772808586765,0.4428904428904429,0.7717658601428066,0.17166741304672337,0.10256410256410256,0.8373165618448637,0.875,0.5714285714285714,0.5,0.303030303030303,0.005235602094240843,0.6666666666666666,False,True,True,0,True,0,0,0.0
860761,0,0.7996422182468694,0.317016317016317,0.4047040904506014,0.009702940737423494,0.20512820512820512,0.0004192872117400419,0.875,0.7142857142857142,0.375,0.0,0.6858638743455497,0.6666666666666666,True,True,True,1,False,1,1,0.0
681269,0,0.4669051878354204,0.013986013986013988,0.8306734855978392,0.27063740856844304,0.23076923076923075,0.0129979035639413,0.875,0.0,0.125,0.12121212121212122,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,1,0.559729263768595
100288,0,0.481216457960644,0.03496503496503496,0.7585148969522116,0.15494849977608596,0.2564102564102564,0.002935010482180293,0.875,0.42857142857142855,0.125,0.06060606060606061,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,0,0.417403843289307
352021,0,0.31305903398926654,0.1351981351981352,0.8148184098189336,0.23943872219734286,0.48717948717948717,0.0,1.0,0.2857142857142857,0.125,0.0,0.005235602094240843,0.6666666666666666,False,False,True,1,True,0,0,0.0
265837,0,0.4221824686940966,0.02097902097902098,0.7808848908746633,0.18420659799970143,0.3076923076923077,0.0004192872117400419,0.6250000000000001,0.2857142857142857,0.125,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,True,0,1,0.0
337115,0,0.368515205724508,0.025641025641025644,0.8272731486389175,0.26362143603522914,0.5641025641025641,0.0037735849056603774,0.875,0.2857142857142857,0.125,0.33333333333333337,0.005235602094240843,0.6666666666666666,False,False,True,1,False,1,1,0.4657274303507227
313478,0,0.5008944543828264,0.02097902097902098,0.8076008258998296,0.22645170921032987,0.20512820512820512,0.018867924528301886,0.375,0.2857142857142857,0.125,0.06060606060606061,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,1,0.6791342197146476
929120,0,0.5152057245080501,0.3006993006993007,0.8161830066092436,0.24197641439020748,0.2564102564102564,0.004612159329140461,0.6250000000000001,0.5714285714285714,0.25,0.33333333333333337,0.005235602094240843,0.6666666666666666,False,True,True,1,False,0,1,0.0
532163,0,0.49016100178890876,0.2027972027972028,0.8548387479731447,0.32616808478877446,0.15384615384615385,0.0008385744234800838,0.375,0.8571428571428571,0.25,0.8787878787878788,0.005235602094240843,0.6666666666666666,False,False,True,1,False,1,1,0.0
223201,0,0.740608228980322,0.10023310023310024,0.7645983592177086,0.16241230034333481,0.23076923076923075,0.0025157232704402514,1.0,0.42857142857142855,0.25,0.9696969696969697,0.16753926701570682,0.6666666666666666,True,True,True,1,False,1,0,0.0
511180,0,0.5134168157423972,0.09324009324009325,0.7682316241205664,0.16703985669502908,0.2564102564102564,0.002935010482180293,1.0,0.14285714285714285,0.125,0.06060606060606061,0.005235602094240843,0.6666666666666666,False,False,True,1,True,0,0,0.0
425116,0,0.6547406082289804,0.8834498834498835,0.8495154932099475,0.31303179579041646,0.41025641025641024,0.004612159329140461,0.0,0.14285714285714285,0.125,0.06060606060606061,0.6858638743455497,0.6666666666666666,False,True,True,1,False,0,1,0.0
831615,0,0.6475849731663685,0.13986013986013987,0.7905772299879158,0.1985370950888192,0.1282051282051282,0.0004192872117400419,0.375,0.7142857142857142,0.25,0.9393939393939394,0.005235602094240843,0.6666666666666666,False,False,True,1,True,1,1,0.0
299209,0,0.5259391771019678,0.04195804195804195,0.8397724260621587,0.29034184206598,0.3076923076923077,0.004612159329140461,0.875,0.2857142857142857,0.25,0.0,0.005235602094240843,0.6666666666666666,False,False,True,1,False,1,1,0.8227178907751971
938954,0,0.48479427549194987,0.3193473193473193,0.8744892249398278,0.37960889685027616,0.3333333333333333,0.0,0.0,0.5714285714285714,0.125,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,True,1,1,0.0
539873,0,0.4991055456171735,0.43589743589743585,0.8274928758312117,0.26406926406926406,0.02564102564102564,0.005031446540880503,0.0,0.8571428571428571,0.25,0.0,0.005235602094240843,0.6666666666666666,False,False,True,1,False,0,1,0.0
714854,0,0.40071556350626114,0.0675990675990676,0.7814079881294796,0.1849529780564263,0.641025641025641,0.0020964360587002098,0.375,0.0,0.125,0.21212121212121213,0.005235602094240843,0.6666666666666666,False,False,True,1,False,0,0,0.7735565181054652
751251,0,0.4472271914132379,0.025641025641025644,0.7767306549608151,0.17838483355724732,0.28205128205128205,0.0016771488469601676,0.375,0.0,0.125,0.8181818181818181,0.005235602094240843,0.6666666666666666,False,True,True,1,True,1,1,0.559729263768595
752028,0,0.627906976744186,0.22843822843822845,0.7855184949908577,0.1909240185102254,0.20512820512820512,0.0025157232704402514,0.125,0.0,0.25,0.8787878787878788,0.42408376963350797,0.6666666666666666,False,False,True,1,False,1,1,0.0
313066,0,0.5742397137745975,0.06293706293706294,0.7742168471445567,0.17495148529631285,0.2564102564102564,0.0,1.0,0.2857142857142857,0.25,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,False,0,1,0.7785216775321118
306877,0,0.407871198568873,0.13752913752913754,0.7715407287778812,0.17136886102403343,0.3846153846153846,0.0,0.125,0.2857142857142857,0.25,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,1,0.0
452780,0,0.42397137745974955,0.03263403263403263,0.8212720485379914,0.251679355127631,0.1794871794871795,0.0020964360587002098,0.0,0.14285714285714285,0.25,0.48484848484848486,0.005235602094240843,0.6666666666666666,False,False,True,1,False,0,0,0.5821592880761413
767051,0,0.5223613595706619,0.08857808857808858,0.7521319336301349,0.1474846992088371,0.28205128205128205,0.0067085953878406705,0.0,0.7142857142857142,0.5,0.8484848484848485,0.42408376963350797,0.6666666666666666,False,False,True,0,False,1,0,0.0
559944,0,0.6386404293381038,0.04662004662004662,0.7735529772630855,0.174055829228243,0.15384615384615385,0.007127882599580713,0.6250000000000001,0.8571428571428571,0.5,0.5151515151515151,0.41884816753926707,0.6666666666666666,False,True,True,0,True,1,1,0.0
392820,0,0.4508050089445438,0.08158508158508158,0.9066250519651268,0.48649052097327955,0.3333333333333333,0.0004192872117400419,0.5,0.14285714285714285,0.125,0.0,0.005235602094240843,0.6666666666666666,False,False,True,1,False,0,0,0.0
716655,0,0.5706618962432917,0.011655011655011656,0.9437712957663614,0.6480071652485445,0.28205128205128205,0.00880503144654088,1.0,0.0,0.375,0.48484848484848486,0.005235602094240843,0.6666666666666666,False,False,True,1,False,0,0,0.4027880494888499
874842,0,0.48300536672629696,0.15384615384615385,0.7126714989709402,0.10867293625914315,0.3076923076923077,0.0,0.125,0.5714285714285714,0.125,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,False,0,0,0.0
747050,0,0.7710196779964222,0.10955710955710957,0.9216952982853134,0.5464994775339602,0.3846153846153846,0.00880503144654088,0.5,0.0,0.25,0.9393939393939394,0.6858638743455497,0.6666666666666666,False,False,True,1,True,0,1,0.0
16150,0,0.6189624329159213,0.13053613053613053,0.832023175699882,0.2734736527839976,0.10256410256410256,0.007966457023060796,0.875,1.0,0.375,0.21212121212121213,0.005235602094240843,0.6666666666666666,False,True,True,1,True,1,0,0.0
196044,0,0.4561717352415027,0.11188811188811189,0.8757563410764223,0.38334079713390057,0.358974358974359,0.0,0.875,0.42857142857142855,0.125,0.0,0.005235602094240843,0.0,False,False,True,1,False,0,0,0.0
887030,0,0.6153846153846154,0.027972027972027972,0.7785578594743164,0.18092252575011195,0.1282051282051282,0.021383647798742137,0.875,0.5714285714285714,0.5,0.8787878787878788,0.005235602094240843,0.6666666666666666,False,True,True,1,True,1,1,0.5972119499123137
66272,0,0.48300536672629696,0.07692307692307693,0.8569549884164757,0.3315420211971936,0.358974358974359,0.0041928721174004195,0.0,1.0,0.375,0.06060606060606061,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,1,0.6467310983557643
874880,0,0.4794275491949911,0.10256410256410257,0.7254977429328451,0.1200179131213614,0.1794871794871795,0.11614255765199161,1.0,0.5714285714285714,0.125,0.06060606060606061,0.005235602094240843,0.6666666666666666,False,True,True,1,False,0,1,0.0
967037,0,0.6601073345259392,0.03263403263403263,0.8979959956025317,0.4551425585908344,0.2564102564102564,0.007966457023060796,0.0,0.5714285714285714,0.25,0.9696969696969697,0.16230366492146603,0.6666666666666666,False,False,True,1,False,1,0,0.7011954718366238
731511,0,0.5098389982110912,0.07925407925407926,0.7606154533837183,0.15748619196895056,0.4358974358974359,0.0004192872117400419,0.375,0.0,0.25,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,0,0.5406928026325899
796467,0,0.4561717352415027,0.49184149184149184,0.907930323290509,0.49141662934766384,0.1794871794871795,0.0004192872117400419,0.0,0.7142857142857142,0.375,0.9696969696969697,0.005235602094240843,0.6666666666666666,True,True,True,1,True,0,0,0.0
919387,0,0.4543828264758497,0.1655011655011655,0.8833951663948495,0.40662785490371695,0.23076923076923075,0.005870020964360586,0.0,0.5714285714285714,0.25,0.7878787878787878,0.005235602094240843,0.6666666666666666,False,False,True,1,False,1,1,0.0
557369,0,0.39177101967799643,0.023310023310023312,0.7933681305697952,0.20286609941782352,0.3076923076923077,0.0,0.7500000000000001,0.8571428571428571,0.25,0.0,0.005235602094240843,0.6666666666666666,False,True,True,0,False,1,0,0.7649404929339938
201666,0,0.627906976744186,0.3846153846153846,0.7686931037308241,0.16763696074040899,0.23076923076923075,0.0008385744234800838,0.875,0.42857142857142855,0.375,0.0,0.6858638743455497,0.6666666666666666,True,False,True,1,False,0,0,0.0
263420,0,0.6457960644007156,0.12354312354312355,0.7785578594743164,0.18092252575011195,0.5128205128205128,0.005870020964360586,1.0,0.2857142857142857,0.125,0.06060606060606061,0.16230366492146603,0.6666666666666666,False,True,True,1,True,0,0,0.0
297589,0,0.3488372093023256,0.11188811188811189,0.7778085966094703,0.17987759367069708,0.1282051282051282,0.009643605870020965,0.0,0.2857142857142857,0.5,0.9393939393939394,0.005235602094240843,0.6666666666666666,False,True,True,1,True,0,1,0.0
341914,0,0.5044722719141324,0.08857808857808858,0.8579424448213929,0.3340797133900582,0.28205128205128205,0.0,0.0,0.2857142857142857,0.375,0.0,0.005235602094240843,0.6666666666666666,False,False,True,1,False,1,1,0.0
